link,title,keywords,conclusion,dates,abstract
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7836549/,Shedding of SARS-CoV-2 in feces and urine and its potential role in person-to-person transmission and the environment-based spread of COVID-19,"Bathing waters, Fecal-oral route, Infection risk, Sanitation, Waterborne illness","In recent years, several viral epidemics have impacted human populations, resulting in substantial morbidity, mortality and a negative impact on the global economy [e.g. Zika virus (ZIKV), Ebola virus (EBOV), severe acute respiratory syndrome coronavirus (SARS-CoV), and Middle East respiratory syndrome coronavirus (MERS-CoV)] (Peckham, 2013; Watkins, 2018). Of these, respiratory viruses such as coronaviruses (CoV) have proven particularly problematic to control due to their ease of human-to-human transmission and wide range of primary and secondary animal reservoirs (Assiri et al., 2013; Damas et al., 2020). They were also recently highlighted by the World Health Organization in 2018 as priority areas for research given their potential to cause a public health emergency and the absence of efficacious drugs and/or vaccines (WHO, 2018). To date, seven human coronaviruses (HCoV) have been identified that can induce a range of respiratory symptoms with variable case fatality rates. These include the circulating seasonal HCoVs (i.e. higher winter prevalence) that are generally considered to cause mild respiratory symptoms (αCoVs; HCoV-229E and HCoV-NL63, β-CoVs; HCoV-HKU1 and HCoV-OC43), through to novel CoVs that lead to severe and potentially fatal respiratory tract infections (β-CoVs; SARS-CoV-1, MERS-CoV and SARS-CoV-2) (Gaunt et al., 2010; Guo et al., 2020a; Pfefferle et al., 2011). The novel Coronavirus Disease 2019 (COVID-19), caused by SARS-CoV-2, presents with a range of respiratory symptoms which, in an estimated 14–17% of cases, leads to severe or critical disease such as severe pneumonia or acute respiratory distress syndrome (ARDS) (Petrosillo et al., 2020; Wu and McGoogan, 2020; Docherty et al., 2020). Although SARS-CoV-2 belongs to the same β-CoV genus as the CoVs responsible for the severe acute respiratory syndrome (SARS; caused by SARS-CoV) and Middle East respiratory syndrome (MERS; caused by MERS-CoV), this newly emerged virus tends to be associated with milder infections. For example, depending on the country, case fatality rates from COVID-19 have been estimated to be ca. 1–5%, significantly lower than the death rates for SARS (9.5%) and MERS (35%) (Wu and McGoogan, 2020; De Wit et al., 2016; Rajgor et al., 2020; CDC, 2020). In addition, SARS and MERS are predominantly associated with nosocomial spread, whereas SARS-CoV-2 is much more widely transmitted in the community, particularly in places with high population densities such as overcrowded housing, industrial processing plants, elderly care homes, and prisons (Abrams et al., 2020; Cloud et al., 2020; Franco-Paredes et al., 2020; Petrosillo et al., 2020; Razum et al., 2020; Waltenburg et al., 2020).",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7764684/,Wastewater-Based Epidemiology (WBE) and Viral Detection in Polluted Surface Water: A Valuable Tool for COVID-19 Surveillance—A Brief Review,"SARS-CoV-2, wastewater-based epidemiology, wastewater, surface water, fecal–oral transmission, public health","The severe acute respiratory syndrome coronavirus 2 (SARS-COV-2) is the causative agent of the coronavirus disease 2019 (COVID-19), responsible for one of the major pandemics from the last centuries. After the identification of the first Wuhan cases in December 2019 [1,2], viral dissemination through Asian and European countries led the World Health Organization (WHO) to declare the COVID-19 pandemic in March, 2020 [3]. Currently, the epidemiological scenario varies among countries, according to their epidemic phase and mitigation measures [4].",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7543767/,"COVID-19: Discovery, diagnostics and drug development","SARS-CoV-2, Coronavirus, Pathogenesis, Drug repurposing, Remdesivir","The causative agent of COVID-19 is a novel coronavirus officially named SARS-CoV-2. It was named after SARS-CoV, because of their genomic homology.2 Coronaviruses are enveloped, large, positive-sense single-stranded RNA viruses (+ssRNA) of the Coronaviridae family. Coronaviruses can infect a broad range of vertebrates, including bats, birds, pangolins, snakes, mice, and humans. Due to sequence similarities with RaTG13 bat and pangolin coronavirus strains, it is currently thought that SARS-CoV-2 has a zoonotic origin and has secondarily acquired human-to-human spreading capacity.3 In particular, the acquisition of i) mutations in the receptor-binding area, ii) a polybasic furin cleavage site (RRRAR) at the junction of subdomain 1 and 2 of the spike protein and iii) a site of O-linked glycosylation in the same area, have enabled the virus to efficiently interact with high affinity (via its spike protein) with its bona fide cellular receptor (angiotensin-converting enzyme 2 [ACE-2]),4 to become more virulent and pathogenic, while potentially evading immune responses through O-glycan epitope masking.3",Published online 2020 Jul 31.,"The recent detection of SARS-CoV-2 RNA in feces has led to speculation that it can be transmitted via the fecal-oral/ocular route. This review aims to critically evaluate the incidence of gastrointestinal (GI) symptoms, the quantity and infectivity of SARS-CoV-2 in feces and urine, and whether these pose an infection risk in sanitary settings, sewage networks, wastewater treatment plants, and the wider environment (e.g. rivers, lakes and marine waters). A review of 48 independent studies revealed that severe GI dysfunction is only evident in a small number of COVID-19 cases, with 11 ± 2% exhibiting diarrhea and 12 ± 3% exhibiting vomiting and nausea. In addition to these cases, SARS-CoV-2 RNA can be detected in feces from some asymptomatic, mildly- and pre-symptomatic individuals. Fecal shedding of the virus peaks in the symptomatic period and can persist for several weeks, but with declining abundances in the post-symptomatic phase. SARS-CoV-2 RNA is occasionally detected in urine, but reports in fecal samples are more frequent. The abundance of the virus genetic material in both urine (ca. 102–105 gc/ml) and feces (ca. 102–107 gc/ml) is much lower than in nasopharyngeal fluids (ca. 105–1011 gc/ml). There is strong evidence of multiplication of SARS-CoV-2 in the gut and infectious virus has occasionally been recovered from both urine and stool samples. The level and infectious capability of SARS-CoV-2 in vomit remain unknown. In comparison to enteric viruses transmitted via the fecal-oral route (e.g. norovirus, adenovirus), the likelihood of SARS-CoV-2 being transmitted via feces or urine appears much lower due to the lower relative amounts of virus present in feces/urine. The biggest risk of transmission will occur in clinical and care home settings where secondary handling of people and urine/fecal matter occurs. In addition, while SARS-CoV-2 RNA genetic material can be detected by in wastewater, this signal is greatly reduced by conventional treatment. Our analysis also suggests the likelihood of infection due to contact with sewage-contaminated water (e.g. swimming, surfing, angling) or food (e.g. salads, shellfish) is extremely low or negligible based on very low predicted abundances and limited environmental survival of SARS-CoV-2. These conclusions are corroborated by the fact that tens of million cases of COVID-19 have occurred globally, but exposure to feces or wastewater has never been implicated as a transmission vector."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7434692/,"Host-pathogen interaction in COVID-19: Pathogenesis, potential therapeutics and vaccination strategies","COVID-19, SARS-CoV-2, Life-cycle, Pathophysiology, Co-morbidities, Pregnancy, Vaccine, Anti-virals","Coronavirus (CoV) have the largest known genomes among RNA viruses and belong to the family of Coronaviridae. They are known to infect a range of animals, including humans, and cause respiratory, gastrointestinal, and neurological diseases (Weiss and Leibowitz, 2020). Coronaviruses are further classified into four groups, namely Alpha-coronavirus (α-CoV), Beta-coronavirus (β-CoV), Gamma-coronavirus (γ-CoV) and Delta-coronavirus (δ-CoV) (Yang and Leibowitz, 2015). α-CoV and β-CoV use bats and rodents as animal reservoirs, while γ-CoV and δ-CoV mostly use members of the avian species as reservoirs (Columbus et al., 2019). A total of seven human infecting coronaviruses that cause respiratory distress of various severity have been identified. These include two α-CoV (HCoV-NL63 and HCoV-229E) and two β-CoV (HCoV−OC43, HCoV-HKU1), which cause mild respiratory illness in immunocompetent individuals (Drosten et al., 2003). In addition, three highly pathogenic β-CoV [Severe Acute Respiratory Syndrome-CoV (SARS-CoV), Middle East respiratory syndrome-CoV (MERS-CoV) and Severe acute respiratory syndrome CoV-2 (SARS-CoV-2)] have caused outbreaks in the last two decades (Drosten et al., 2003; Zaki et al., 2012; Zhu et al., 2020a). The initial SARS-CoV outbreak occurred in China in late 2002 (Xu et al., 2004a). The virus was traced to horseshoe bats through civets that acted as an intermediate amplifying and transmitting host; the jump for a viral pathogen from the animal reservoir to human host is a crucial aspect in the emergence of the virus and helps in controlling the spread of the pathogen (Hu et al., 2017). The disease had a case fatality rate of −10 %, and around 8000 confirmed cases were reported in the two years of the outbreak as of December 2003 (World Health Organisation, 2004). This was followed by the MERS-CoV outbreak that started in Jeddah, Saudi Arabia in late 2012 (Zaki et al., 2012). The virus is believed to have been originated in bats and subsequently transmitted to camels in the distant past (Widagdo et al., 2019). The MERS-CoV has a case fatality rate of −35 % and −2500 confirmed cases were reported until January 2020 across the planet (World Health Organization, 2020a). Sporadic identification of MERS-CoV cases have been reported across countries since then, unlike SARS-CoV (no reported cases since 2004).",Published online 2020 Dec 10.,"SARS-CoV-2 is the causative agent of the current COVID-19 pandemic. Disease clinical manifestations range from asymptomatic to severe multiple organ damage. SARS-CoV-2 uses ACE2 as a cellular receptor, which is abundantly expressed in the small intestine, allowing viral replication in the gastrointestinal tract. Viral RNA has been detected in the stool of COVID-19 patients and viable viruses had been isolated in some of these samples. Thus, a putative role of SARS-CoV-2 fecal-oral transmission has been argued. SARS-CoV-2 is shed in human excreta and further disposed in the sewerage or in the environment, in poor basic sanitation settings. Wastewater-based epidemiology (WBE) is a valuable population level approach for monitoring viral pathogens and has been successfully used in different contexts. This review summarizes the current global experience on SARS-CoV-2 WBE in distinct continents and viral detection in polluted surface water. The advantages and concerns of this strategy for SARS-CoV-2 surveillance are discussed. Outcomes suggest that WBE is a valuable early warning alert and a helpful complementary surveillance tool to subside public health response, to tailor containment and mitigation measures and to determine target populations for testing. In poor sanitation settings, contaminated rivers could be alternatively used as a source for environmental surveillance."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677683/,A comprehensive review on potential therapeutics interventions for COVID-19,"COVID-19, SARS-CoV-2, Therapeutic targets, Re-purposed drugs, Vaccines","Coronavirus disease 2019 or COVID-19 pandemic has infected 58,900,547 individuals and claimed 1,393,305 lives in 216 countries or territorial regions in approximately a year (WHO, 2020a). The pathogen responsible for COVID-19 was initially isolated from individuals with severe pneumonia of then-unknown cause in Wuhan city, Hubei Province, China, the epicenter of the outbreak in December 2019 (Lu et al., 2020a). The pathogen was identified as the seventh coronavirus that could infect humans and was named as SARS-CoV-2 due to its similarities with the sister virus, SARS-CoV (outbreak caused in 2003), (Gorbalenya et al., 2020 and Wu et al., 2020a). Since the initial cases in Wuhan were presented from and around the local seafood market or wet market, which is also a hub for live animal trading, an animal to human transmission of the virus was suggested (Singhal, 2020). Initially, the origin of SARS-CoV-2 has been controversial. While natural evolution from precursor viruses was a possibility, some scientists believed that it was genetically engineered in a laboratory that was working on bat CoV- RaTG13. However, the latter has been rejected since the nucleotide difference between the two viruses is distributed throughout the genome randomly instead of more targeted and logical insertions as would be expected in synthetic constructs, making RatG13 unlikely a direct source for SARS-Cov-2 (Liu et al., 2020). On a genomic level, SARS-CoV-2 is more similar to RatG13 (96.2%) and pangolin-CoV (91.02%) than SARS-CoV (70%), indicating both bats, and pangolins could be the reservoir hosts Zhang et al., 2020a. The SARS-CoV-2 could have been originated from a precursor that underwent natural selection in one of the animal hosts like bats or pangolins under high population density. Alternatively, it might have jumped to humans from the animal hosts and evolved through human to human transmissions. Finally, a less likely accidental laboratory release of a progenitor virus of SARS-CoV-2 or SARS-CoV-2 itself (Andersen et al., 2020) cannot be ruled out. Another debate that is uprising among the scientific community is the number of strains present for SARS-CoV-2. Genome analysis of the viral isolates from different countries report mutations in both coding and non-coding regions of the virus genome. Based on SNPs genotyping of 103 sequences, two subtypes of SARS-CoV-2 have been proposed-the S and the L subtype, where the L subtype has been evolved from S subtype (Tang et al., 2020a). A mutation in the spike protein D614G has been deemed to be of vital concern as the researchers claim it furnished high transmissibility to SARS-CoV-2 (Bhattacharyya et al., 2020). Nevertheless, the more important question is if these and many other mutations reported, give rise to different clinical manifestations as claimed on the basis of which we validate the presence of diverse strains of SARS-CoV-2.",Published online 2020 Oct 8.,"Coronavirus disease 2019 (COVID-19) started as an epidemic in Wuhan in 2019, and has since become a pandemic. Groups from China identified and sequenced the virus responsible for COVID-19, named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), and determined that it was a novel coronavirus sharing high sequence identity with bat- and pangolin-derived SARS-like coronaviruses, suggesting a zoonotic origin. SARS-CoV-2 is a member of the Coronaviridae family of enveloped, positive-sense, single-stranded RNA viruses that infect a broad range of vertebrates. The rapid release of the sequence of the virus has enabled the development of diagnostic tools. Additionally, serological tests can now identify individuals who have been infected. SARS-CoV-2 infection is associated with a fatality rate of around 1–3%, which is commonly linked to the development of acute respiratory distress syndrome (ARDS), likely resulting from uncontrolled immune activation, the so called “cytokine storm”. Risk factors for mortality include advanced age, obesity, diabetes, and hypertension. Drug repurposing has been used to rapidly identify potential treatments for COVID-19, which could move quickly to phase III. Better knowledge of the virus and its enzymes will aid the development of more potent and specific direct-acting antivirals. In the long term, a vaccine to prevent infection is crucial; however, even if successful, it might not be available before 2021-22. To date, except for intravenous remdesivir and dexamethasone, which have modest effects in moderate to severe COVID-19, no strong clinical evidence supports the efficacy of any other drugs against SARS-CoV-2. The aim of this review is to provide insights on the discovery of SARS-CoV-2, its virology, diagnostic tools, and the ongoing drug discovery effort."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7803150/,Adaptive immunity to SARS-CoV-2 and COVID-19,null,null,Published online 2020 Aug 19.,"The current coronavirus pandemic, COVID-19, is the third outbreak of disease caused by the coronavirus family, after Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome. It is an acute infectious disease caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). This severe disease is characterised by acute respiratory distress syndrome, septic shock, metabolic acidosis, coagulation dysfunction, and multiple organ dysfunction syndromes. Currently, no drugs or vaccines exist against the disease and the only course of treatment is symptom management involving mechanical ventilation, immune suppressants, and repurposed drugs. The severe form of the disease has a relatively high mortality rate. The last six months have seen an explosion of information related to the host receptors, virus transmission, virus structure-function relationships, pathophysiology, co-morbidities, immune response, treatment and the most promising vaccines. This review takes a critically comprehensive look at various aspects of the host-pathogen interaction in COVID-19. We examine the genomic aspects of SARS-CoV-2, modulation of innate and adaptive immunity, complement-triggered microangiopathy, and host transmission modalities. We also examine its pathophysiological impact during pregnancy, in addition to emphasizing various gaps in our knowledge. The lessons learnt from various clinical trials involving repurposed drugs have been summarised. We also highlight the rationale and likely success of the most promising vaccine candidates."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7664589/,COVID-19 and diabetes mellitus: from pathophysiology to clinical management,null,null,Published online 2020 Nov 20.,"COVID-19 is an infectious respiratory disease caused by SARS-CoV-2, a new beta coronavirus that emerged in Wuhan, China. Being primarily a respiratory disease, it is highly transmissible through both direct and indirect contacts. It displays a range of symptoms in different individuals and thus has been grouped into mild, moderate, and severe diseases. The virus utilizes spike proteins present on its surface to recognize ACE-2 receptors present on the host cells to enter the cell cytoplasm and replicate. The viral invasion of cells induces damage response, pyroptosis, infiltration of immune cells, expression of pro-inflammatory cytokines (cytokine storm), and activation of the adaptive immune system. Depending on viral load and host factors like age and underlying medical conditions, the immune responses mounted against SARS-CoV-2 may cause acute respiratory distress syndrome (ARDS), multiple organ failure, and death. In this review, we specify and justify both viral and host therapeutic targets that can be modulated to relieve the symptoms and treat the disease. Furthermore, we discuss vaccine development in the time of pandemic and the most promising vaccine candidates by far, according to WHO database. Finally, we discuss the conventional re-purposed drugs and potential alternative treatments as adjuvants."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7823618/,The Main Molecular and Serological Methods for Diagnosing COVID-19: An Overview Based on the Literature,"SARS-CoV-2, COVID-19, diagnostic, molecular testing, serology testing","The battle against infectious diseases caused by microorganisms, particularly viruses, remains a challenging and endless task despite the enormous forces and significant advances in public healthcare from different parts of the world [1]. Due to the advances of medicine, various researchers and scientists believed that the battle of humanity against infectious agents was virtually over, with humankind as the winners [2]. However, the repeated outbreaks of the past two decades including coronaviruses [3], avian influenza [4], and chikungunya [5], have shown the prematurity of that position. Recently, at the end of 2019, a novel fast-spreading respiratory disease was reported in Wuhan, in the Hubei province of China, and has now affected over 216 countries globally [6,7]. The complete viral genome data suggested that the disease is caused by a new RNA virus related to the family Coronaviridae, which was later designated as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The disease was later named as novel coronavirus disease (COVID-19).",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7260568/,"Clinical, molecular, and epidemiological characterization of the SARS-CoV-2 virus and the Coronavirus Disease 2019 (COVID-19), a comprehensive literature review","ACE2, angiotensin-converting enzyme-2; ARDS, acute respiratory distress syndrome; CDCC, The Center for Disease Control in China; COVID-19, Coronavirus disease 2019; ELISA, enzyme-linked immunosorbent assay; GISAID, Global Initiative on Sharing All Influenza Data; INF, interferon; ISGs, IFN-stimulated genes; MERS, Middle East respiratory syndrome; MHC-I, major histocompatibility complex I; ORF, open reading frames; PDB, Protein Data Bank archive; pDCs, plasmacytoid dendritic cells; RCSB, Research Collaboratory for Structural Bioinformatics; RNA, ribonucleic acid; RdRp, RNA-dependent RNA polymerase; RBD, receptor-binding domain; SARS-CoV-2, severe acute respiratory syndrome Coronavirus 2; SARS, severe acute respiratory syndrome; TCGA, The Cancer Genome Atlas; TLRs, endosomal toll-like receptors; WHO, World Health Organization","Coronaviruses are an extensive family of viruses that can cause disease in both animals and humans. The current classification of coronaviruses recognizes 39 species in 27 subgenera that belong to the family Coronaviridae. From those, at least 7 coronaviruses are known to cause respiratory infections in humans. Four of these viruses can cause common cold-like symptoms. Those that infect animals can evolve and become infectious to humans. Three recent examples of these viral jumps include SARS CoV, MERS-CoV and SARS CoV-2 virus. They are responsible for causing severe acute respiratory syndrome (SARS), Middle East respiratory syndrome (MERS) and the most recently discovered coronavirus disease during 2019 (COVID-19).",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7699571/,Cardiovascular Manifestations of COVID-19 Infection,"COVID-19, SARS-CoV-2, angiotensin converting enzyme-2, cardiovascular disease, myocardial injury, cytokine storm and inflammation","COVID-19 (Coronavirus disease of 2019) is caused by infection from severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) [1,2]. SARS-CoV-2 are single-stranded positive-sense RNA viruses of approximately 30 kb in length, and its virion is 50–200 nm in diameter [1]. Beta coronaviruses infect mammals and COVID-19 is widely considered to have arisen from bats with mutations in the receptor-binding domain (RBD) and the furin protease cleavage site. In humans, the virus infects the upper respiratory (UR) tract and gastrointestinal (GI) tract [2]. Coronaviruses infect human cells via binding of its spike protein to the ACE2 receptors of host cells [2]. SARS-CoV2 invades the cell via receptor-mediated endocytosis by creating the virus’s S protein cleavage by the transmembrane serine protease TMPRSS2 [3,4,5]. SARS-CoV2 replication inside the cells occurs through the RNA-dependent RNA polymerase to encode its structural and functional proteins.",Published online 2020 Dec 29.,"Diagnostic tests have been considered as the main alternative for the control of coronavirus disease (COVID-19), caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), as a correct diagnosis allows for decision making when facing the disease, particularly as there is a lack of effective therapeutic protocols and vaccines. Thus, in this review, we summarized the main diagnostic approaches currently available for the diagnosis of SARS-CoV-2 infection in humans based on studies available in article databases. The tests can be organized into two main categories: nucleic acid-based tests, recommended for the initial detection of the virus, and serological tests, recommended for assessing the disease progression. The studies have shown that the performance of diagnostic methods depends on different factors, such as the type of samples and the characteristics of each assay. It was identified that the positivity of the tests is mainly related to the onset of symptoms. We also observed that point-of-care diagnoses are considered as one of the main trends in this area, due to the low-cost and simplicity of the assay; however, the analytical performance must be critically analyzed. Thus, the COVID-19 pandemic has highlighted the critical role of diagnostic technologies in the control of infectious diseases."
